	DRS000419	DRS000420	DRS000668	DRS001349	DRS002153	DRS002154	DRS002155	DRS002156	DRS002157	DRS002158	DRS002159	DRS002160	DRS002161	DRS002162	DRS002163
LOC_Os01g01312	165.22377	68.56466	254.35259	19.40316	49.9154	42.41934	20.16896	27.04397	67.5492	51.22297	44.2189	47.1616	63.5534	57.1913	43.5094
LOC_Os01g01330	17.569896	12.712958	70.466431	10.12826	8.20111	10.986	5.50081	9.94284	4.350073	6.527765	2.616451	4.447013	7.23416	6.80753	5.686448
LOC_Os01g01340	302.10926	850.1442	1469.91652	2104.787	259.9468	219.4167	468.171	613.579	415.2986	558.816	339.2105	620.475	438.13	449.561	427.5914
LOC_Os01g01350	201.59793	75.31857	355.468686	22.5945	48.64221	54.9855	24.25822	41.9522	70.6252	52.108	20.96561	42.0829	52.258	64.1908	19.53285
LOC_Os01g01360	69.91666	69.41012	171.771705	59.9916	15.92162	14.97555	11.69321	20.50531	15.39526	7.47879	13.04203	16.30455	19.26989	8.25615	12.9687
LOC_Os01g01369	1363.8124	290.1756	1187.1511	34.43556	312.1176	286.7403	107.6905	119.9165	288.0129	260.7218	82.8446	122.8393	268.2684	249.2129	84.1595
LOC_Os01g01380	30.89443	19.66067	68.18407	1.514995	14.93265	14.87171	10.24686	9.82456	5.55241	3.981088	3.209752	5.5995	5.918324	3.469395	2.583373
LOC_Os01g01390	260.22445	171.6403	582.9007	78.143	51.634	58.7253	51.8705	76.4763	60.3053	58.9215	45.3972	70.8716	54.2859	62.9744	43.0508
LOC_Os01g01400	8.22468211	2.269005157	15.772103	1.32308	3.170792	3.694357	2.036144	1.094946	5.119791	3.740859	0.967599	1.518713	4.488357	3.87411	1.884341
LOC_Os01g01410	220.5503	149.23909	651.6808	46.2998	48.36101	61.455	47.9496	69.4546	57.836	63.6789	48.3987	78.6832	63.2158	55.3855	51.0802
LOC_Os01g01420	513.0466	537.8701	1161.55586	205.121	126.256	122.64	142.7055	144.8181	141.47	154.1535	168.2353	161.2274	135.742	136.779	157.0737
LOC_Os01g01430	122.34303	13.592722	166.086496	0	39.25534	53.6757	2.323765	5.224	21.78006	31.9441	1.786095	12.08272	23.51784	25.43582	2.912561
LOC_Os01g01450	2001.8767	1278.074	3497.9915	254.3972	310.4254	485.865	295.3023	381.661	279.565	419.6193	228.3369	287.6459	247.8375	425.144	200.9086
LOC_Os01g01484	186.54628	267.8942	493.48422	55.3287	54.4007	50.4182	100.9937	74.8182	39.81169	42.03506	86.3677	55.978	44.79667	40.14274	77.3299
LOC_Os01g01510	344.068	107.04192	582.46184	25.97475	95.107	98.6003	42.0192	60.5231	91.5002	75.5965	33.27129	49.532	99.4032	98.4327	40.2879
LOC_Os01g01520	533.7987	82.53583	428.319553	12.48078	140.8857	129.265	27.98481	23.70551	88.275	71.1533	7.8872	12.31903	92.2879	56.2766	9.39501
LOC_Os01g01570	209.07025	104.21776	626.78012	52.9229	61.331	53.7697	43.6658	47.9609	17.58841	11.108493	11.84605	11.19605	16.9668	15.63052	10.3301
LOC_Os01g01580	7.80878	4.261014	19.888335	2.61035	4.030596	1.287781	0.558257	0.591945	1.293393	0	0	0.638128	1.250992	1.960612	0
LOC_Os01g01600	11.356207	8.250201	23.503418	0.468302	2.333117	2.464621	2.8003	2.755095	3.077974	4.611231	0.930099	1.512129	4.228071	5.573525	1.212736
LOC_Os01g01610	39.526109	55.61359	228.22997	4.2265	11.4794	19.19523	10.67384	15.89503	4.758995	16.30811	13.33206	16.75355	4.363486	16.48334	14.23862
LOC_Os01g01620	1005.7241	442.34	1337.9908	173.8787	220.6841	206.8531	171.1792	128.0709	194.2155	171.5626	172.7888	116.3147	150.539	185.3486	161.3885
LOC_Os01g01640	1038.8829	429.0856	1646.26	129.1218	209.6019	267.5526	141.1252	162.5842	153.1995	177.9097	104.795	142.8229	159.1139	201.0238	107.5202
LOC_Os01g01650	50.49634	697.6325	885.819065	0.631801	5.644906	20.36555	138.7235	153.4976	0.688514	3.191947	51.7835	54.7462	1.753587	5.15311	56.3642
LOC_Os01g01660	189.79958	372.9525	1734.74369	44.13212	10.269	69.9352	91.3535	114.7946	9.792982	49.84275	20.29952	37.9076	10.402725	74.9496	34.82103
LOC_Os01g01670	227.4901	77.45554	770.44872	42.2578	55.72167	70.2705	30.11902	48.339	76.8847	66.5183	31.54142	60.2398	79.0946	82.3612	37.6874
LOC_Os01g01680	57.11833	42.97253	142.52125	12.7553	12.11664	9.683618	10.34508	11.91588	8.56313	11.62683	9.15378	18.08402	11.16302	7.0227	12.7294
LOC_Os01g01689	86.86346	43.29261	285.58432	18.61331	39.02097	31.65499	27.14693	32.66473	35.08368	22.81783	17.35417	18.98458	37.80859	25.91756	18.63344
LOC_Os01g01700	2020.847	767.1403	2950.9253	210.1115	357.8224	380.468	206.3473	234.6952	382.8857	410.2309	195.6567	256.3223	372.6747	381.9083	183.5302
LOC_Os01g01710	792.1578	1414.862	2523.9839	230.4397	166.5439	236.752	326.8352	323.6	182.3114	287.4876	425.689	327.7873	170.2177	198.8346	326.7982
LOC_Os01g01720	300.30674	183.55258	629.34794	71.674	88.0407	98.2028	74.5177	72.0688	99.207	112.3313	91.7158	83.0489	94.6506	103.1722	91.308
LOC_Os01g01740	148.82215	43.13975	307.380388	14.62091	38.52742	46.64134	25.07186	21.2897	45.9141	42.56431	19.29444	26.79179	42.1813	44.81211	22.62764
LOC_Os01g01780	22.76798	25.81496	77.031404	3.082732	8.38885	7.98886	12.82046	13.40669	8.50612	8.26832	13.01704	12.78676	8.84576	7.129735	10.53648
LOC_Os01g01790	482.3576	682.7152	1376.2068	190.9684	147.6185	121.155	219.4213	172.2411	152.1653	125.37	234.313	167.8553	147.9179	122.1103	232.0261
LOC_Os01g01800	190.31542	129.3413	398.43485	24.23115	60.767	60.7247	53.1687	53.2711	58.8232	67.2197	60.8624	55.9585	50.4272	61.6717	51.2521
LOC_Os01g01830	421.9749	253.7731	726.5379	50.98	118.0391	109.8803	90.4061	95.7151	118.446	102.4791	88.3569	80.566	120.7546	104.7232	86.3868
