	DRS000419	DRS000420	DRS000668	DRS001349	DRS002153	DRS002154	DRS002155	DRS002156	DRS002157	DRS002158	DRS002159	DRS002160	DRS002161	DRS002162	DRS002163
LOC_Os01g08820	5.25586746	5.036132534	5.344455783	4.830158717	5.555110522	5.202653241	5.089761955	5.227169555	5.273056128	5.16870635	4.784006272	5.320504848	5.410555071	5.032472505	4.817954586
LOC_Os01g08830	8.459127172	7.826289104	8.547689329	8.713198921	8.758362928	8.782059714	8.051675364	8.46454634	8.817119704	8.704774727	8.178697698	8.602687625	8.75815601	8.476180527	8.109937306
LOC_Os01g08850	6.405373206	6.170335672	6.73018053	5.825722643	6.226045165	6.524825488	6.109129415	6.301343675	6.31807283	6.513055574	5.954791893	6.40086978	6.538856064	6.512252228	5.990381621
LOC_Os01g08860	6.699646565	6.182874835	7.797698832	6.832034735	6.037110035	6.463030898	5.330875324	6.286530333	5.681045414	6.51890365	5.485352107	6.430606616	5.860160484	6.286410672	5.582264174
LOC_Os01g08870	5.19842119	5.102494086	5.882754722	5.968954487	5.576488359	5.316207998	5.369177919	5.703470961	5.373145507	4.7668791	5.288196895	5.320504848	5.445148119	5.136830928	5.368821252
LOC_Os01g08880	5.998641597	6.182874835	6.92859335	7.406243647	6.543245847	6.324407463	6.374168596	6.68907442	6.444018498	6.039826788	6.276467152	6.516077298	6.643866024	6.073216399	6.175113847
LOC_Os01g08890	6.941889918	8.187395996	7.44777097	7.969985129	7.472858649	7.143138645	8.519556831	8.199758458	8.094718029	7.78096553	8.988105351	8.332592062	8.26702484	7.835911591	8.96175346
LOC_Os01g08930	6.767396745	7.818626378	7.988272252	8.139490078	6.907023286	6.897243325	7.898585415	7.896048373	7.049578339	6.67322655	7.991053576	7.77079819	7.103365415	6.60760274	7.902127097
LOC_Os01g08950	5.028988741	4.843788744	4.808929142	5.825722643	4.837877827	5.140620467	4.636928998	4.979719588	5.036612759	5.318448781	4.924143842	4.892110518	5.145291916	5.169185377	5.032740789
LOC_Os01g08960	7.04715155	6.23786428	6.804714446	6.453058536	6.883985052	6.990101917	6.234558169	6.241070395	7.064260346	6.976249989	6.247640001	6.307484225	6.888833798	7.023017894	6.192219875
LOC_Os01g08970	9.179139767	9.226675639	9.335238654	10.01377953	9.604387952	9.575601625	9.544383857	9.495947983	9.656848218	9.590837458	9.482469889	9.557222116	9.644746282	9.49822316	9.49404913
LOC_Os01g09000	9.33059591	8.843327363	9.632631553	8.786960502	9.485987615	9.410902133	9.026017641	9.217473101	9.106739207	9.019066601	8.706282444	8.843392665	9.02254778	8.969841643	8.604907931
LOC_Os01g09010	9.531559732	9.386159946	8.961202416	9.01377926	9.278139018	9.495603182	9.557623506	9.150372103	9.056009335	9.629367808	9.3653196	9.339888146	9.267562314	9.755203048	9.555140263
LOC_Os01g09020	7.764427059	8.047139504	8.253594752	8.41266502	8.404715216	8.28773947	8.155463531	8.105499388	7.737012177	7.62045433	7.219529397	7.477517083	8.057223365	7.509990084	7.332389586
LOC_Os01g09030	6.642033624	6.176620267	7.702262562	6.214624506	6.907023286	6.81822251	6.60927018	6.705570305	6.10714131	7.680239359	5.917706668	5.871314703	6.045189677	6.732601689	6.131343015
LOC_Os01g09080	8.387110451	4.550229335	6.479549827	5.248893348	8.542597787	8.548244944	4.830769231	4.851766589	8.281772133	8.453634021	4.924143842	4.892110518	8.371844487	8.34762182	5.510619225
LOC_Os01g09100	5.25586746	4.673014934	4.887066811	6.013293578	5.301743792	6.483943845	4.955796179	4.930917203	5.560776001	6.64159151	5.538200713	5.648800219	5.734321417	6.754553514	5.317101017
LOC_Os01g09120	7.295879578	7.344406654	7.744137955	8.230571565	7.856834151	7.92158828	7.923440972	7.823765064	8.080502266	8.352238346	8.491344353	8.467055179	8.234596221	8.170024696	8.337975176
LOC_Os01g09200	9.880514632	8.947617893	9.34695207	8.397033002	9.92070105	9.598412148	8.890200084	8.855179472	9.590261479	9.549864127	8.809109587	8.840719726	9.637232931	9.600181257	8.848071224
LOC_Os01g09220	5.821458307	7.397033235	6.434452035	4.481531537	5.866289208	7.441187249	7.052285617	9.630021407	5.854956163	8.069914306	8.32928949	9.704778687	8.140299625	8.39359491	7.809742435
LOC_Os01g09230	4.707387652	4.700181179	6.051281961	4.830158717	4.657433532	4.882791473	4.481893735	4.541504824	4.793183408	4.849072146	4.497621041	4.831886034	4.922862992	4.800414043	4.848168418
LOC_Os01g09246	10.03423495	9.421215696	9.763259204	9.632523725	10.4079118	10.28553639	9.535489377	9.418232219	10.33410927	10.09858004	9.663991797	9.312193218	10.25488731	10.10734106	9.534530739
LOC_Os01g09252	7.239535778	7.378835537	7.642777505	6.855498655	7.687632783	7.477254385	7.35190312	7.500612149	7.568481078	7.478183367	7.373652329	7.656351122	7.655553266	7.481734059	7.321220491
LOC_Os01g09260	5.751814533	4.388740878	5.346517986	4.481531537	5.706634343	5.566948539	4.239192326	4.219078809	5.537501572	5.462965268	4.351231218	4.892110518	5.632917639	5.433752372	4.321342815
LOC_Os01g09270	4.57299378	4.388740878	4.600570988	4.481531537	4.525059312	4.714580221	4.417126926	4.494359372	4.997336693	4.874589756	4.609106959	4.799886643	4.74865485	4.955457218	4.877235202
LOC_Os01g09280	6.476210278	6.690637603	7.124058372	7.848537032	6.852661512	7.17499528	6.485418439	7.056237637	6.679916651	6.839944858	6.62596035	7.380737636	6.538856064	6.914789349	6.829632461
LOC_Os01g09300	7.946801908	9.640969879	8.335599118	7.893902339	7.622640891	7.66298919	8.949025822	8.16707914	7.750571753	7.752213547	8.734761314	7.977821548	7.839786458	7.899236026	8.872296072
LOC_Os01g09305	5.578547703	6.785700554	6.361152887	6.783881101	5.849542204	5.790293653	6.630005184	6.753905107	6.09229025	5.810799111	7.120323845	6.602975205	6.058891135	5.869593305	6.866295128
