	DRS000419	DRS000420	DRS000668	DRS001349	DRS002153	DRS002154	DRS002155	DRS002156	DRS002157	DRS002158	DRS002159	DRS002160	DRS002161	DRS002162	DRS002163
LOC_Os01g08670	251.8055926	46.0198408	318.5365657	5.953529282	64.91304438	86.34140652	12.56938342	34.17943546	75.09885186	69.2778887	11.23127219	31.33556946	65.71506262	57.9911058	29.20411729
LOC_Os01g08680	179.0180385	158.512785	839.7045346	14.28847028	114.7093524	97.91293523	73.48254922	99.83992989	101.9198704	93.57013538	78.61890536	94.90201038	123.5443177	117.7665533	124.6042338
LOC_Os01g08690	221.3135091	115.5609336	1040.714886	22.62341127	107.5955941	93.46234726	125.6938342	93.5437181	121.5886173	98.96841243	131.7121921	93.11140641	127.0491211	99.03096529	145.0471159
LOC_Os01g08700	13479.46813	2942.201822	36535.25251	1163.319622	9220.319962	11668.55153	3475.917953	7455.614224	8288.588757	10769.5627	4536.412942	8003.104441	9035.38301	11809.66565	4855.671234
LOC_Os01g08710	56.06608898	64.42777711	566.5574032	8.334940995	54.24240695	47.17623243	36.74127461	52.16861202	79.56902161	44.08592917	20.4204949	31.33556946	88.49628433	39.25551777	35.04494075
LOC_Os01g08750	3479.048364	2556.657822	13058.37814	320.2998754	1864.693891	1662.739664	1677.529249	1781.827938	1882.8355	1284.789936	2023.671044	1436.064383	2103.758205	1612.152741	1909.949271
LOC_Os01g08760	459.3484834	184.0793632	1547.293394	14.28847028	237.4216829	266.1451603	120.859456	125.9242359	209.2039445	197.037112	98.01837551	140.5624116	240.9552296	240.8861318	135.3124101
LOC_Os01g08770	584.2676641	300.6629599	2091.15608	39.29329326	248.0923203	224.3096334	179.8388705	187.0874362	197.5815031	218.6302202	127.6280931	173.688585	289.1462755	245.3469861	145.0471159
LOC_Os01g08780	178.0344229	107.3796285	389.052294	7.144235138	77.36212139	98.80305282	53.17816062	70.15778857	78.67498766	98.96841243	123.5439941	51.92751511	68.34366512	71.37366868	64.24905803
LOC_Os01g08810	217.3790467	81.8130503	521.1679689	5.953529282	53.35318716	148.649638	25.13876684	47.67131788	44.70169753	167.3465883	27.56766811	45.66040122	38.55283674	124.0117493	35.04494075
LOC_Os01g08814	384.5936981	153.3994693	1045.57804	15.47917613	130.7153086	178.9136362	70.58192228	109.733977	150.1977037	208.7333789	68.40865791	118.179862	194.5165854	182.0028551	72.03682264
LOC_Os01g08820	83.60732567	29.65723074	247.2103118	3.572117569	58.68850588	33.82446853	20.3043886	28.78268249	35.76135803	27.89109805	10.21024745	30.44026748	49.06724676	24.08861318	12.65511749
LOC_Os01g08830	2066.576367	670.8670125	5652.605622	252.4296416	1147.982744	1167.834282	494.0734559	750.1486624	1123.800676	965.3918776	540.1220901	753.8442711	1185.49973	909.1221048	582.1354046
LOC_Os01g08850	360.0033082	149.3088168	1263.60943	19.0512937	132.4937481	179.8037538	86.05193264	116.9296476	136.7871945	155.6503214	71.47173215	117.28456	188.3831795	173.9733174	84.69194013
LOC_Os01g08860	480.0044109	151.3541431	3160.239363	54.77246939	107.5955941	169.1223427	30.94002072	115.13073	65.2644784	156.5500342	38.79894031	120.8657679	90.248686	138.2864831	50.62046997
LOC_Os01g08870	75.7384009	33.74788325	517.9258664	22.62341127	60.46694545	40.94540928	32.87377202	58.46482381	42.01959568	11.69626692	28.58869286	30.44026748	51.69584926	29.44163833	36.9918819
LOC_Os01g08880	232.1332807	151.3541431	1516.493421	90.49364508	183.1792759	146.8694028	114.0913264	171.7966361	155.5619074	94.46984822	102.1024745	131.6093917	208.5357987	109.7370156	104.1613517
LOC_Os01g08890	600.0055136	890.7395852	2375.65057	142.8847028	420.6009588	317.7719807	707.7529741	612.5314618	649.0686482	473.248954	994.4781016	614.1771615	817.495379	553.1459323	1108.782986
LOC_Os01g08930	511.48011	666.77636	3675.733653	163.1267023	257.873738	255.4637492	437.9946684	483.0093906	274.4684229	181.7419937	466.6083084	395.7234772	317.1847022	190.9245637	494.5230527
LOC_Os01g08950	55.08247338	19.43059945	85.91571493	19.0512937	16.00595615	30.26399816	6.768129533	17.98917656	23.24488272	35.98851361	14.29434643	13.42952977	31.54323006	31.22598005	20.4428821
LOC_Os01g08960	659.0224494	160.5581112	1354.388299	38.1025874	252.5384192	277.716689	98.62131606	109.733977	278.0445587	240.2233283	99.03940026	106.5409362	261.9840496	280.1416496	106.1082928
LOC_Os01g08970	3532.163606	1941.014618	10125.89648	651.3161034	2134.127487	2089.105991	1507.359135	1608.232384	2076.840867	1849.8096	1427.392593	1522.013374	2269.360162	1935.118592	1636.404039
LOC_Os01g09000	3945.282156	1463.430937	12561.52594	266.7181118	1958.951189	1854.114946	1032.623192	1313.209889	1392.010861	1219.110899	806.6095485	902.4644006	1442.226574	1315.059845	849.8398131
LOC_Os01g09010	4564.959982	2180.317791	7696.751217	315.5370519	1684.182275	1971.610468	1521.862269	1250.247771	1341.050926	1901.992944	1310.995773	1299.978482	1726.115645	2329.458111	1710.387802
LOC_Os01g09020	1202.961874	798.6999036	4517.869764	201.2292897	879.4383684	803.7761865	535.6491088	569.357438	489.036571	415.6673322	248.109013	311.5650907	694.8272621	424.6733286	310.5371138
LOC_Os01g09030	454.4304054	150.3314799	2926.807987	29.76764641	257.873738	237.6613973	144.0644715	174.4950126	109.072142	436.3607275	68.40865791	65.35704488	112.1537069	215.0131769	99.29399878
LOC_Os01g09080	1956.411421	8.18130503	992.0833497	8.334940995	976.3633251	980.0194699	11.60250777	13.49188242	750.0944846	798.9450021	14.29434643	13.42952977	885.8390441	824.3658732	45.75311708
LOC_Os01g09100	83.60732567	12.27195755	103.7472784	23.81411713	40.01489037	172.682813	15.47001036	16.1902589	55.43010494	176.3437167	41.86201454	49.24160916	77.10567347	219.4740312	34.07147017
LOC_Os01g09120	817.3845604	452.0171029	3027.313163	175.0337609	574.4359818	604.3898456	446.6965492	456.0256257	641.9163766	739.5639547	686.1286286	680.4295084	797.3427598	719.0897119	694.0845209
LOC_Os01g09200	5869.234262	1581.037197	10212.62272	198.847878	2679.219215	2123.820577	934.0018756	1005.59497	1979.391167	1795.826829	870.9341074	900.6737966	2257.093351	2083.218955	1019.223693
LOC_Os01g09220	187.8705789	472.4703655	948.3149667	1.190705856	88.03275882	409.4540928	216.5801451	1771.933891	81.35708951	594.7101874	606.4886985	1693.016053	741.2659063	853.8075116	459.478112
LOC_Os01g09230	25.5740055	13.29462067	630.5889266	3.572117569	9.781417647	17.80235186	3.867502591	5.396752967	13.41050926	14.39540544	4.08409898	11.6389258	20.1526192	14.27473374	13.62858807
LOC_Os01g09246	6551.863486	2236.564263	13800.8196	495.3336363	3791.633168	3474.128965	1497.690378	1520.085419	3371.402028	2663.150007	1627.513443	1274.014724	3512.689147	2997.694084	1685.077568
LOC_Os01g09252	779.0235521	465.3117236	2789.018633	55.96317525	501.5199593	421.9157391	280.3939378	350.7889429	426.4541945	369.7819773	282.8238543	360.8066998	504.6916809	414.8594492	307.6167021
LOC_Os01g09260	172.1327293	4.090652515	248.0208374	1.190705856	72.02680267	59.63787873	0.966875648	0.899458828	53.64203704	44.98564201	2.04204949	13.42952977	67.46746429	48.17722636	1.946941153
LOC_Os01g09270	16.72146513	4.090652515	47.01048553	1.190705856	6.224538502	11.57152871	2.900626943	4.497294139	21.45681482	15.29511828	6.12614847	10.74362382	13.14301252	20.51992974	14.60205864
