	DRS000419	DRS000420	DRS000668	DRS001349	DRS002153	DRS002154	DRS002155	DRS002156	DRS002157	DRS002158	DRS002159	DRS002160	DRS002161	DRS002162	DRS002163
LOC_Os01g01800	970	688	3942	65	577	597	488	592	510	576	525	595	503	579	500
LOC_Os01g01830	2262	1427	7746	162	1229	1158	930	1204	1117	949	834	953	1297	1076	948
LOC_Os01g01840	2	648	400	5	1	1	71	280	0	0	300	146	0	0	56
LOC_Os01g01870	165	500	1527	126	113	148	284	446	71	136	394	373	130	120	193
LOC_Os01g01890	187	116	982	2	130	102	60	95	131	114	47	86	181	118	49
LOC_Os01g01910	147	95	691	50	76	170	54	122	61	165	68	128	102	130	62
LOC_Os01g01920	663	822	3828	67	274	396	407	673	261	346	360	484	288	353	324
LOC_Os01g01940	1	11	224	4	4	2	7	14	2	2	6	9	1	3	4
LOC_Os01g01960	6585	4814	25605	688	4250	3612	3172	3419	3505	2742	2953	2876	4151	3217	3415
LOC_Os01g01970	373	203	1589	28	230	268	181	208	268	298	178	270	290	306	185
LOC_Os01g02000	177	43	989	5	86	162	26	43	77	134	34	22	105	152	15
LOC_Os01g02010	904	380	2532	1	97	292	189	170	123	288	138	156	139	385	165
LOC_Os01g02020	1784	889	4351	531	744	661	392	450	622	632	304	433	784	759	516
LOC_Os01g02040	461	296	2240	8	290	314	305	339	249	361	200	352	359	472	263
LOC_Os01g02050	24	36	3764	4	12	23	18	30	11	7	21	31	23	34	16
LOC_Os01g02060	37	404	1758	3	23	18	287	401	29	19	212	413	21	29	230
LOC_Os01g02080	135	603	1487	294	63	53	262	306	134	118	388	323	139	58	376
LOC_Os01g02090	3043	1871	12635	372	1665	1470	1102	1428	1512	1319	1037	1302	1792	1524	1260
LOC_Os01g02100	457	373	2397	73	296	257	228	340	264	199	225	255	318	228	265
LOC_Os01g02130	103	25	288	2	29	20	23	7	19	28	61	41	48	54	40
LOC_Os01g02139	496	287	1379	9	194	275	124	230	204	378	127	282	249	381	178
LOC_Os01g02150	2041	1143	5610	23	629	881	467	696	646	1069	557	853	718	1134	573
LOC_Os01g02160	132	6	606	0	27	54	0	5	49	82	2	4	46	102	8
LOC_Os01g02170	251	103	1180	29	99	79	38	57	60	71	19	39	82	71	35
LOC_Os01g02180	517	216	2501	53	325	307	134	228	425	377	171	292	505	404	226
LOC_Os01g02200	1504	931	5402	175	1028	1191	596	772	1190	1186	490	681	1158	1163	724
LOC_Os01g02290	187	79	1189	7	214	112	129	40	229	145	157	55	323	228	169
LOC_Os01g02300	106	38	921	3	102	90	143	37	188	172	186	56	227	244	203
LOC_Os01g02310	71	101	533	36	51	79	44	127	26	59	5	16	40	43	2
LOC_Os01g02320	271	245	1746	42	222	205	180	245	154	147	75	129	197	174	74
LOC_Os01g02334	212	95	734	2	105	92	53	60	103	121	113	82	138	156	53
LOC_Os01g02350	586	117	1482	14	353	406	79	134	267	209	54	82	344	336	85
LOC_Os01g02360	167	85	761	16	120	101	75	87	106	49	46	47	129	106	58
LOC_Os01g02370	1	105	607	11	3	0	46	180	0	0	0	0	0	0	0
LOC_Os01g02390	1054	494	2078	81	700	371	275	227	417	268	229	318	548	354	261
LOC_Os01g02400	208	464	1677	65	178	114	373	317	73	62	127	159	102	72	160
LOC_Os01g02420	62	59	451	1	51	47	39	40	64	52	36	40	44	47	35
LOC_Os01g02430	4	7	62	0	9	4	2	3	5	1	2	0	5	0	1
LOC_Os01g02470	4	10	65	3	7	8	4	11	6	5	8	11	9	5	11
LOC_Os01g02490	12	90	700	11	17	15	80	102	3	3	7	10	1	0	4
LOC_Os01g02500	151	98	997	60	148	104	87	103	16	10	15	26	19	12	24
LOC_Os01g02520	17	11	111	15	15	18	10	25	0	0	0	0	0	0	0
LOC_Os01g02530	32	22	113	4	19	13	13	11	0	0	0	0	0	0	0
LOC_Os01g02550	20	49	180	2	16	15	41	149	1	0	14	35	0	0	7
LOC_Os01g02560	55	156	663	1	51	27	203	282	0	0	24	24	0	0	8
LOC_Os01g02570	0	89	753	1	1	0	60	98	17	13	97	247	20	14	107
LOC_Os01g02580	2	74	392	2	1	0	42	103	8	4	102	202	9	2	39
LOC_Os01g02590	310	181	945	14	169	242	105	174	70	62	84	130	100	84	80
LOC_Os01g02600	126	177	756	3	52	66	66	134	92	92	116	189	122	146	94
LOC_Os01g02690	34	32	303	2	28	25	25	33	0	0	0	0	0	0	0
LOC_Os01g02700	26	335	812	42	6	10	80	210	20	13	109	209	22	21	164
LOC_Os01g02710	40	382	1076	31	6	20	64	232	24	11	50	185	13	15	53
LOC_Os01g02720	740	475	4588	148	489	496	393	559	576	532	458	516	685	513	488
LOC_Os01g02730	72	66	609	7	43	39	29	13	187	173	87	113	215	185	114
LOC_Os01g02740	90	49	284	14	27	16	25	13	0	0	1	0	0	0	0
LOC_Os01g02750	121	93	522	10	67	40	52	34	65	52	23	16	93	66	31
LOC_Os01g02760	10	95	311	18	7	6	32	83	30	34	34	84	38	37	45
LOC_Os01g02770	103	198	943	16	54	43	121	191	5	7	5	19	12	5	6
LOC_Os01g02780	1	251	1319	1	0	0	267	439	0	0	1	0	0	0	1
LOC_Os01g02790	0	67	365	0	1	0	47	66	0	0	0	1	0	0	0
LOC_Os01g02830	16	40	308	0	16	27	29	112	0	0	0	0	0	0	0
LOC_Os01g02840	14	24	237	1	10	3	29	19	2	1	6	30	5	5	3
LOC_Os01g02850	6	3	66	0	2	3	4	4	0	0	0	0	0	0	1
LOC_Os01g02860	16	22	488	2	3	13	21	63	20	26	17	42	36	50	36
LOC_Os01g02870	43	1746	3046	198	22	31	705	1063	9	19	513	652	27	28	564
LOC_Os01g02880	4765	972	10096	51	1486	1891	446	771	1578	1751	393	808	1700	2125	487
LOC_Os01g02884	1291	1137	6411	84	872	698	611	837	838	638	742	762	925	723	660
LOC_Os01g02890	364	44	1949	1	242	169	48	20	184	138	53	38	223	178	77
LOC_Os01g02900	2580	857	3324	75	510	1099	233	430	421	1005	325	300	581	1207	334
LOC_Os01g02910	349	57	589	6	107	168	56	62	129	171	31	56	136	158	43
LOC_Os01g02920	2872	455	3486	193	909	1215	265	327	656	1124	230	323	736	1205	419
LOC_Os01g02930	796	34	1063	3	163	204	8	31	134	150	4	15	135	161	9
LOC_Os01g02940	1289	758	7165	22	404	845	334	415	386	594	222	183	523	752	301
LOC_Os01g02960	878	419	3219	187	366	419	342	483	157	181	151	204	266	350	314
LOC_Os01g03020	422	1699	4957	207	303	243	1208	1089	334	278	1146	857	371	200	1269
LOC_Os01g03030	568	202	1368	12	320	382	161	160	174	213	124	182	219	257	146
LOC_Os01g03040	313	1555	4269	288	153	80	756	724	166	119	676	592	239	101	731
LOC_Os01g03050	291	207	1125	50	146	153	139	96	93	114	87	102	135	117	147
LOC_Os01g03060	1657	986	8109	258	1263	1226	913	986	1081	1091	691	1055	1276	1017	931
LOC_Os01g03070	6180	3069	21639	378	3348	3127	1958	2363	3163	2383	1636	1900	3727	2959	2155
LOC_Os01g03080	62	5	229	2	12	44	30	5	18	50	19	7	16	28	15
LOC_Os01g03090	687	441	2704	137	356	402	301	332	267	235	171	255	295	296	242
LOC_Os01g03100	351	70	978	1	210	287	59	75	200	260	40	62	175	279	53
LOC_Os01g03110	985	316	4435	26	1033	932	204	436	399	377	253	382	506	479	433
LOC_Os01g03130	159	41	173	3	85	128	63	63	39	202	59	76	96	247	75
LOC_Os01g03144	1533	1675	6713	233	731	791	991	1099	690	847	992	1076	805	869	1078
LOC_Os01g03160	888	395	2844	38	399	411	227	296	354	353	211	277	431	381	270
LOC_Os01g03180	3	40	1093	1	4	2	15	78	1	2	18	38	3	0	15
LOC_Os01g03310	0	1407	1768	219	2	0	495	1745	1	0	1339	1357	9	0	510
LOC_Os01g03320	5	911	1748	68	2	5	181	1615	7	0	797	932	6	1	169
LOC_Os01g03330	1293	233	1157	335	691	451	160	68	422	255	224	33	692	371	379
LOC_Os01g03340	5164	1282	5130	550	2466	2517	731	735	2425	2318	1196	417	2979	2501	1179
LOC_Os01g03360	2289	306	4647	1	1116	1239	34	237	1980	1767	518	110	2315	1796	358
LOC_Os01g03390	2093	1438	3013	108	657	837	696	1163	548	971	894	1162	800	892	1026
LOC_Os01g03480	26	19	244	4	20	14	18	24	14	6	4	6	10	13	13
LOC_Os01g03490	688	542	3742	2	469	495	437	541	669	485	340	616	604	493	444
LOC_Os01g03500	173	81	756	15	104	115	45	87	109	91	44	102	108	93	61
LOC_Os01g03510	2318	930	7508	68	973	962	440	649	893	861	353	571	1071	945	455
LOC_Os01g03520	3077	1569	9660	208	1618	1565	866	1164	1477	1216	822	946	1633	1578	934
LOC_Os01g03530	399	37	143	5	117	124	9	7	54	88	11	5	80	113	11
LOC_Os01g03549	45	637	2046	301	9	14	150	293	12	10	222	265	21	17	150
LOC_Os01g03570	19	58	2623	18	17	28	48	87	9	17	61	87	9	16	54
LOC_Os01g03620	1521	22	1180	0	289	628	7	21	311	587	4	15	368	790	14
LOC_Os01g03630	1832	3	87	1	779	2712	0	2	124	3076	0	1	72	1721	0
LOC_Os01g03640	60	0	152	3	6	105	0	0	6	301	0	2	10	368	0
LOC_Os01g03650	743	930	3398	226	271	331	508	609	298	284	508	534	337	328	597
LOC_Os01g03660	96	228	800	16	65	38	172	160	66	42	189	109	78	36	210
LOC_Os01g03680	3822	254	1022	0	1442	1931	35	798	1986	2305	254	113	2295	2585	247
LOC_Os01g03690	121	136	895	42	80	139	208	211	50	233	285	352	105	293	209
LOC_Os01g03710	244	85	1758	21	165	131	86	68	75	80	77	119	106	129	109
LOC_Os01g03720	50	27	187	7	44	206	20	14	41	163	6	18	36	155	9
LOC_Os01g03730	177	287	1315	1	48	309	117	399	72	559	138	1019	71	832	231
LOC_Os01g03740	19	46	206	2	20	14	42	61	36	40	65	69	33	33	100
LOC_Os01g03750	211	125	1175	11	189	124	94	104	165	173	118	173	177	178	125
LOC_Os01g03760	4271	1444	11868	138	1999	1796	1006	1090	1611	1542	925	986	2043	1809	1290
LOC_Os01g03820	1323	938	5622	62	949	978	593	1243	815	692	722	1556	931	1019	755
LOC_Os01g03870	203	182	1163	24	181	163	75	135	215	164	95	169	191	127	126
LOC_Os01g03890	207	3	120	1	131	279	7	2	177	287	2	5	173	409	16
LOC_Os01g03914	4654	712	10637	277	2322	2087	621	526	1705	1424	437	567	1788	1330	567
LOC_Os01g03940	464	540	2256	39	110	79	131	244	27	34	129	121	30	39	104
LOC_Os01g03950	1514	695	6587	16	462	529	383	482	643	598	536	677	741	713	661
LOC_Os01g03980	58	120	1846	41	16	27	456	87	27	30	340	121	21	26	622
LOC_Os01g04010	981	784	4768	207	505	564	563	674	332	360	453	465	291	290	564
LOC_Os01g04020	4238	2909	20492	1110	2457	2904	2883	3111	1917	2458	2763	3257	2462	2592	3272
LOC_Os01g04030	444	174	1802	22	205	206	113	150	151	170	87	149	187	179	106
LOC_Os01g04040	5	11	32	1	4	3	9	5	4	2	13	5	2	1	8
LOC_Os01g04050	1211	1607	2563	17	407	695	979	865	561	1009	1401	852	663	1021	1304
LOC_Os01g04070	7	22	216	0	6	8	4	14	2	5	1	2	2	4	8
LOC_Os01g04100	135	100	691	33	84	106	128	93	48	96	148	118	74	74	120
LOC_Os01g04110	229	133	851	26	121	133	55	84	86	112	58	93	96	78	59
LOC_Os01g04120	1033	118	1495	62	640	527	91	144	425	469	70	87	347	383	93
LOC_Os01g04130	46	64	305	45	41	35	59	99	45	33	73	79	58	22	103
LOC_Os01g04160	447	133	1858	2	312	209	82	123	308	258	61	130	339	299	86
LOC_Os01g04170	91	37	193	0	39	54	43	44	72	57	19	48	85	72	25
LOC_Os01g04190	3620	1351	12181	134	1801	2002	783	955	1769	1929	739	1003	1862	2058	951
LOC_Os01g04200	865	559	4708	15	401	434	349	539	381	363	361	443	315	339	287
LOC_Os01g04210	21	6	43	2	7	13	3	2	4	5	7	6	7	9	1
LOC_Os01g04230	185	206	1062	0	64	91	178	210	75	73	98	143	104	71	125
LOC_Os01g04250	65	22	195	1	28	41	18	17	24	35	20	27	2	0	2
LOC_Os01g04260	1377	559	3331	30	565	600	353	383	680	709	313	542	645	707	411
LOC_Os01g04280	794	231	931	13	543	504	168	241	373	692	189	534	669	928	228
LOC_Os01g04300	1573	299	1968	4	392	559	133	141	354	410	123	108	337	501	173
LOC_Os01g04324	46	43	163	25	60	34	38	35	22	17	18	28	28	13	19
LOC_Os01g04330	184	417	1062	8	73	128	545	640	94	332	679	1196	282	468	649
LOC_Os01g04350	397	1963	8597	538	200	344	967	1355	183	389	641	927	159	321	795
LOC_Os01g04360	4	1	111	0	1	1	0	1	2	1	0	5	4	0	1
LOC_Os01g04370	6	7	1889	4	1	2	5	5	0	0	0	1	1	0	0
LOC_Os01g04380	8	29	610	2	1	1	9	18	0	0	1	0	0	0	1
LOC_Os01g04390	34	29	309	2	14	17	14	23	14	18	11	23	8	11	11
LOC_Os01g04409	1946	750	4230	147	1131	989	1310	573	737	700	1031	778	952	905	998
LOC_Os01g04430	445	89	933	101	168	182	47	84	2	1	0	1	5	5	0
LOC_Os01g04440	61	6	192	5	27	17	24	1	13	18	29	5	23	19	45
LOC_Os01g04450	473	122	949	12	479	418	73	159	285	289	123	153	325	230	114
LOC_Os01g04460	40	34	185	2	28	35	32	50	55	60	30	66	56	46	39
LOC_Os01g04480	32	16	174	1	23	15	14	20	10	15	20	23	17	18	16
LOC_Os01g04490	89	76	504	9	59	45	57	63	37	41	37	57	45	29	40
LOC_Os01g04500	34	24	251	5	11	24	20	39	11	32	10	31	15	14	20
LOC_Os01g04520	3	2	319	2	4	3	2	3	2	7	26	61	10	8	21
LOC_Os01g04540	2	54	90	47	9	1	240	62	0	2	5	0	5	1	11
LOC_Os01g04550	11	89	195	130	15	20	515	121	5	1	19	6	10	3	21
LOC_Os01g04570	91	38	223	12	72	41	29	21	35	41	65	24	114	86	71
LOC_Os01g04580	293	37	493	10	167	286	39	128	61	219	20	125	94	263	48
LOC_Os01g04590	192	179	633	1	211	85	101	131	114	216	123	149	75	294	175
LOC_Os01g04600	60	29	359	2	35	43	17	28	63	60	21	54	71	57	24
LOC_Os01g04620	455	27	1399	0	630	443	49	31	1028	1005	53	84	1409	1512	44
LOC_Os01g04630	3396	1984	5705	595	1398	1975	945	1820	1170	1619	888	1409	1043	1543	893
LOC_Os01g04640	127	149	363	2	52	78	97	122	115	123	126	233	87	92	131
LOC_Os01g04650	7036	1330	12997	580	2753	3241	969	1528	2532	2545	1016	1455	2716	2748	1295
LOC_Os01g04660	24	1	818	1	20	11	0	2	18	13	0	0	19	9	0
LOC_Os01g04670	30	21	308	1	36	34	10	15	14	26	4	15	11	26	3
LOC_Os01g04690	28	5	86	0	8	9	2	3	11	23	2	8	8	20	0
LOC_Os01g04710	519	1064	8084	43	134	175	457	692	134	208	385	639	187	220	412
LOC_Os01g04720	626	374	1870	5	273	269	242	237	307	274	225	258	310	270	210
LOC_Os01g04730	3092	981	8373	329	927	1030	406	618	1005	957	302	517	1086	1051	411
LOC_Os01g04750	69	46	97	25	32	30	109	24	28	22	17	19	16	27	59
LOC_Os01g04800	1116	605	1877	885	372	609	1209	395	283	277	327	164	302	396	1107
LOC_Os01g04814	5299	2118	12850	421	2328	2408	1510	1273	2062	2220	1321	1352	2276	2232	1664
LOC_Os01g04860	223	431	1739	51	113	123	319	343	41	30	149	145	13	18	144
LOC_Os01g04870	241	112	974	7	89	107	59	76	126	108	92	125	157	121	94
LOC_Os01g04880	571	356	2265	56	294	354	226	434	256	211	151	288	299	224	211
LOC_Os01g04900	168	1217	2981	128	71	35	788	803	144	90	893	725	142	60	856
LOC_Os01g04910	353	186	1274	10	190	198	107	126	164	146	76	116	187	164	111
LOC_Os01g04920	2174	987	3420	15	217	2373	272	1674	85	3509	205	2796	70	3561	157
LOC_Os01g04930	3713	713	5803	130	1229	1174	294	400	1021	656	203	321	1157	705	287
LOC_Os01g04950	1878	1074	11027	715	594	823	573	905	734	841	426	756	842	799	663
LOC_Os01g04990	421	198	1595	17	212	195	150	137	290	392	225	232	335	394	259
LOC_Os01g05010	940	216	2885	26	385	357	102	193	306	249	48	155	328	367	60
LOC_Os01g05060	553	1359	4385	205	215	275	799	702	188	231	676	756	247	205	810
LOC_Os01g05064	1833	164	1907	15	829	950	138	187	350	542	104	202	398	546	153
LOC_Os01g05070	1193	607	5632	50	619	676	393	580	559	601	340	528	643	717	451
LOC_Os01g05080	239	1069	2341	147	63	68	511	441	51	75	421	389	39	45	380
LOC_Os01g05090	479	225	1284	69	270	306	172	232	5	34	11	23	6	22	17
LOC_Os01g05100	24	14	930	6	25	11	12	20	2	5	1	0	2	6	4
LOC_Os01g05105	121	89	589	11	101	79	49	68	66	47	57	50	87	60	47
LOC_Os01g05130	397	246	2026	38	268	230	214	189	243	205	153	197	309	224	250
LOC_Os01g05140	364	75	1514	19	164	150	48	105	101	84	21	49	99	96	32
LOC_Os01g05150	25	1	161	0	12	14	0	5	6	4	1	9	6	6	3
LOC_Os01g05180	243	48	752	30	191	155	51	72	4	6	2	1	4	3	1
LOC_Os01g05220	7	24	99	2	5	5	13	12	1	3	5	2	1	3	7
LOC_Os01g05289	552	132	1448	51	325	336	106	135	2	0	0	1	2	0	1
LOC_Os01g05420	2610	1462	9329	354	1289	1248	866	1016	1175	1121	829	1035	1279	1176	901
LOC_Os01g05430	168	85	1202	2	95	96	46	67	102	79	49	63	124	112	46
