	DRS000419	DRS000420	DRS000668	DRS001349	DRS002153	DRS002154	DRS002155	DRS002156	DRS002157	DRS002158	DRS002159	DRS002160	DRS002161	DRS002162	DRS002163
LOC_Os01g08120	37.80391624	16.65083568	173.3764377	9.042049911	14.9030788	14.98857248	5.646910292	19.36466102	11.19284524	12.19243076	9.34689483	10.42282445	25.98017255	20.30490304	10.16448152
LOC_Os01g08130	186.1842875	51.91142888	303.408766	30.14016637	27.01183032	75.87964817	52.70449606	34.85638984	45.70411805	98.47732538	49.5385426	53.06165175	43.60957536	83.98846258	70.2273269
LOC_Os01g08140	191.8548749	66.60334271	316.2149802	41.1915607	43.77779396	91.80500642	53.64564777	53.25281781	34.51127281	82.53337746	69.16702174	54.95671074	55.67179833	73.83601106	71.15137067
LOC_Os01g08150	636.0508907	265.4339099	1671.703493	1.004672212	356.7424487	289.466806	160.9369433	250.7723603	363.7674702	271.0471146	114.9668064	283.3113192	468.5709693	377.4866065	138.6065662
LOC_Os01g08160	86.94900734	38.19897597	302.4236727	25.11680531	49.36644851	49.64964633	35.76376518	62.93514833	45.70411805	40.32880944	31.77944242	45.48141579	43.60957536	33.22620498	29.5694008
LOC_Os01g08170	371.423477	0.979460922	277.7963377	2.009344425	298.0615759	177.9892982	0	0.968233051	227.5878531	159.4394792	0	0.947529496	221.75933	193.819529	0
LOC_Os01g08190	41.58430786	51.91142888	842.2548538	2.009344425	25.14894547	19.67250138	41.41067548	46.47518646	46.63685515	24.38486152	25.23661604	41.6912978	25.05230925	21.22785318	19.40491927
LOC_Os01g08200	2586.732968	1309.539253	8875.6915	156.7288651	1377.603346	1309.62652	761.3917377	975.9789156	1211.625497	1071.058148	681.3886331	811.0852482	1293.441448	1206.295831	717.0579694
LOC_Os01g08220	59.54116807	16.65083568	447.2324019	8.037377698	2.794327274	7.494286239	11.29382058	22.26936018	10.26010813	11.25455147	11.2162738	18.00306042	6.495043139	7.383601106	6.468306425
LOC_Os01g08260	45.36469948	1121.482756	6562.692206	0	20.49173334	27.16678762	698.3345728	922.7260978	24.25116468	14.06818934	640.2622959	785.5019518	25.98017255	35.99505539	628.349767
LOC_Os01g08270	1775.838965	1049.982109	6787.2935	232.079281	921.1965581	1084.797933	575.9848498	858.8227164	876.7728769	970.7050645	465.4753625	986.3782049	970.5450176	1231.215484	698.5770939
LOC_Os01g08280	406.3920995	379.0513769	2877.45781	122.5700099	219.8204122	224.8285872	146.8196676	284.660517	183.7492093	174.4455478	147.6809383	234.9873149	257.0181356	167.9769252	152.4672229
LOC_Os01g08290	491.4509111	188.0564971	1272.740668	44.20557734	293.4043638	262.3000184	105.4089921	185.9007458	232.2515387	184.76222	96.27301675	162.9750732	262.5853155	251.9653877	148.7710478
LOC_Os01g08300	234.3842807	46.03466334	140.8683557	3.014016637	131.3333819	230.4493018	20.70533774	39.6975551	106.3320297	212.8985987	14.02034225	21.7931784	93.71419386	140.288421	12.01256907
LOC_Os01g08310	209.8117351	201.76895	1214.620158	6.028033274	96.87001218	125.5292945	143.0550607	232.3759323	119.3903492	120.048549	113.0974274	218.8793135	156.8088986	123.6753185	121.9737783
LOC_Os01g08320	1116.160627	640.5674431	4295.992301	190.8877203	573.7685337	548.0196812	470.5758577	455.069534	543.7857311	469.877524	365.4635879	364.7988558	778.4773133	476.2422713	691.1847437
